artist_name,edition_number,year,artist_nationality,artist_nationality_other,artist_gender,artist_race,artist_ethnicity,book,space_ratio_per_page_total,artist_unique_id,moma_count_to_year,whitney_count_to_year,artist_race_nwi
Henry Fuseli,10,1996,Swiss,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.364073531,174,0,0,White
Henry Fuseli,11,2001,Swiss,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.404168635,174,0,0,White
Henry Fuseli,12,2005,Swiss,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.394960922,174,0,0,White
Henry Fuseli,13,2009,Swiss,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.461082089,174,0,0,White
Henry Fuseli,14,2013,Swiss,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.310649839,174,0,0,White
Henry Fuseli,15,2016,Swiss,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.297000155,174,0,0,White
Henry Fuseli,16,2020,Swiss,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.281986377,174,0,0,White
Henry Ossawa Tanner,9,1991,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.36243309,175,0,0,Non-White
Henry Ossawa Tanner,10,1996,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.416987824,175,0,0,Non-White
Henry Ossawa Tanner,11,2001,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.367604511,175,0,0,Non-White
Henry Ossawa Tanner,12,2005,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.353252441,175,0,0,Non-White
Henry Ossawa Tanner,13,2009,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.367481855,175,0,0,Non-White
Henry Ossawa Tanner,14,2013,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.365678887,175,0,0,Non-White
Henry Ossawa Tanner,15,2016,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.293319932,175,0,0,Non-White
Henry Ossawa Tanner,16,2020,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.334422558,175,0,0,Non-White
Henry Peach Robinson,9,1991,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.551030008,176,0,0,White
Herbert Bayer,3,1948,Austrian-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.306685176,177,5,0,White
Hippolyte Jouvin,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.313381995,178,0,0,White
Hippolyte Jouvin,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.287984721,178,0,0,White
Hippolyte Jouvin,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.2404641,178,0,0,White
Hippolyte Jouvin,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.23937901,178,0,0,White
Paul Delaroche,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.520582518,319,0,0,White
Hokusai,4,1959,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.26576892,179,0,0,Non-White
Hokusai,6,1975,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.486507852,179,0,0,Non-White
HonorÃ© Daumier,1,1926,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.423069346,180,0,0,White
HonorÃ© Daumier,2,1936,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.595443157,180,4,0,White
HonorÃ© Daumier,3,1948,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.659997822,180,6,0,White
HonorÃ© Daumier,4,1959,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.541341234,180,7,0,White
HonorÃ© Daumier,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.092922464,180,7,0,White
HonorÃ© Daumier,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.136267493,180,8,0,White
HonorÃ© Daumier,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.633637067,180,8,0,White
HonorÃ© Daumier,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.65830396,180,8,0,White
HonorÃ© Daumier,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.673154907,180,8,0,White
HonorÃ© Daumier,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.798011664,180,8,0,White
HonorÃ© Daumier,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.708726972,180,8,0,White
HonorÃ© Daumier,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.084967917,180,8,0,White
HonorÃ© Daumier,13,2009,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.561925015,180,8,0,White
HonorÃ© Daumier,14,2013,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.185120121,180,8,0,White
HonorÃ© Daumier,15,2016,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.84068347,180,8,0,White
HonorÃ© Daumier,16,2020,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.784134143,180,8,0,White
Huang Binhong,11,2001,Chinese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.195884506,181,0,0,Non-White
Ilya Repin,7,1980,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.567724458,182,0,0,White
Ilya Repin,8,1986,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.592404451,182,0,0,White
Ilya Repin,9,1991,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.456642336,182,0,0,White
Ilya Repin,10,1996,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.678046451,182,0,0,White
Isaac Abrams,6,1975,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.379318449,183,0,0,White
Isaac Abrams,7,1980,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.310389108,183,0,0,White
Jackson Pollock,4,1959,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.486587665,184,1,7,White
Jackson Pollock,5,1970,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.857951234,184,2,7,White
Jackson Pollock,6,1975,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.931225296,184,2,7,White
Jackson Pollock,7,1980,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.673093161,184,3,7,White
Jackson Pollock,8,1986,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.704540742,184,3,7,White
Jackson Pollock,9,1991,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.524574209,184,3,7,White
Jackson Pollock,10,1996,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.548821664,184,3,7,White
Jackson Pollock,11,2001,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.439861833,184,4,7,White
Jackson Pollock,12,2005,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.468175045,184,5,10,White
Jackson Pollock,13,2009,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.445564237,184,6,13,White
Jackson Pollock,14,2013,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.403726134,184,6,15,White
Jackson Pollock,15,2016,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.532673574,184,7,17,White
Jackson Pollock,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.540439372,184,7,17,White
Jacob Lawrence,9,1991,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.624914842,185,1,18,Non-White
Jacob Lawrence,10,1996,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.669042666,185,2,18,Non-White
Jacob Lawrence,11,2001,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.496900095,185,2,19,Non-White
Jacob Lawrence,12,2005,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.486512788,185,2,20,Non-White
Jacob Lawrence,13,2009,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.505894318,185,2,22,Non-White
Jacob Lawrence,14,2013,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.508760575,185,2,22,Non-White
Jacob Lawrence,15,2016,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.628081027,185,2,24,Non-White
Jacob Lawrence,16,2020,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.68401755,185,2,25,Non-White
Jacques-Louis David,4,1959,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.778777269,187,0,0,White
Jacques-Louis David,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.390626159,187,0,0,White
Jacques-Louis David,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.263305202,187,0,0,White
Jacques-Louis David,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.246745708,187,0,0,White
Jacques-Louis David,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.475689405,187,0,0,White
Jacques-Louis David,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.129764801,187,0,0,White
Jacques-Louis David,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,2.926503189,187,0,0,White
Jacques-Louis David,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,2.052905054,187,0,0,White
Jacques-Louis David,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.664750783,187,0,0,White
Jacques-Louis David,13,2009,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.812999861,187,0,0,White
Jacques-Louis David,14,2013,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.602360809,187,0,0,White
Jacques-Louis David,15,2016,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.841688573,187,0,0,White
Jacques-Louis David,16,2020,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.422434953,187,0,0,White
James Abbott McNeill Whistler,1,1926,American,American,Male,White,Not Hispanic or Latino origin,Gardner,1.556294326,188,0,0,White
James Abbott McNeill Whistler,2,1936,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.861454745,188,1,0,White
James Abbott McNeill Whistler,3,1948,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.457455496,188,1,0,White
James Abbott McNeill Whistler,4,1959,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4269324,188,1,0,White
James Abbott McNeill Whistler,9,1991,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.501411192,188,1,0,White
James Abbott McNeill Whistler,10,1996,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.526994304,188,1,0,White
James Abbott McNeill Whistler,11,2001,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.434872461,188,1,0,White
James Abbott McNeill Whistler,12,2005,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.496548369,188,1,0,White
James Abbott McNeill Whistler,13,2009,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.444269798,188,1,0,White
James Abbott McNeill Whistler,14,2013,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.612269428,188,1,0,White
James Abbott McNeill Whistler,15,2016,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.49222205,188,1,0,White
James Abbott McNeill Whistler,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.515525282,188,1,0,White
James Ensor,5,1970,Belgian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.380972565,189,2,0,White
James Ensor,6,1975,Belgian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.376669159,189,2,0,White
James Ensor,7,1980,Belgian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.364304813,189,3,0,White
James Ensor,8,1986,Belgian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.413124611,189,3,0,White
James Ensor,9,1991,Belgian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.377420925,189,3,0,White
James Ensor,10,1996,Belgian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.308993554,189,4,0,White
James Ensor,14,2013,Belgian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.510810103,189,6,0,White
James Ensor,15,2016,Belgian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.508118138,189,6,0,White
James Ensor,16,2020,Belgian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.51187408,189,6,0,White
James Rosenquist,15,2016,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.602690583,190,4,12,White
James Rosenquist,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.658719931,190,4,12,White
James Tissot,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.605702927,191,0,0,White
James Tissot,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.613484,191,0,0,White
James Van Der Zee,9,1991,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.39649635,192,0,0,Non-White
Jasper Johns,11,2001,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.438562825,193,14,14,White
Jasper Johns,12,2005,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.248426239,193,15,18,White
Jasper Johns,13,2009,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.223568027,193,16,19,White
Jasper Johns,14,2013,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.360963432,193,17,23,White
Jasper Johns,15,2016,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.349126334,193,18,25,White
Jasper Johns,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.360257118,193,18,27,White
Jean (Hans) Arp,9,1991,German-French,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.339059205,194,48,0,White
Jean (Hans) Arp,11,2001,German-French,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.288586443,194,56,0,White
Jean (Hans) Arp,12,2005,German-French,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.287154457,194,57,0,White
Jean (Hans) Arp,13,2009,German-French,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.308723591,194,59,0,White
Jean (Hans) Arp,14,2013,German-French,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.393416855,194,60,0,White
Jean (Hans) Arp,15,2016,German-French,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.305272924,194,63,0,White
Jean (Hans) Arp,16,2020,German-French,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.288521723,194,64,0,White
Jean Auguste Dominique Ingres,1,1926,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.375541765,195,0,0,White
Jean Auguste Dominique Ingres,2,1936,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.326612903,195,0,0,White
Jean Auguste Dominique Ingres,3,1948,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.251701236,195,0,0,White
Jean Auguste Dominique Ingres,4,1959,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.292782117,195,0,0,White
Jean Auguste Dominique Ingres,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.858046604,195,0,0,White
Jean Auguste Dominique Ingres,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.43127871,195,0,0,White
Jean Auguste Dominique Ingres,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.228064312,195,0,0,White
Jean Auguste Dominique Ingres,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.394170295,195,0,0,White
Jean Auguste Dominique Ingres,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.13487429,195,0,0,White
Jean Auguste Dominique Ingres,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.965076225,195,0,0,White
Jean Auguste Dominique Ingres,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.316219887,195,0,0,White
Jean Auguste Dominique Ingres,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.952589484,195,0,0,White
Jean Auguste Dominique Ingres,13,2009,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.895474088,195,0,0,White
Jean Auguste Dominique Ingres,14,2013,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.806943738,195,0,0,White
Jean Auguste Dominique Ingres,15,2016,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.86704809,195,0,0,White
Jean Auguste Dominique Ingres,16,2020,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.680565783,195,0,0,White
Jean Baptiste Camille Corot,2,1936,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.595952083,196,2,0,White
Jean Baptiste Camille Corot,4,1959,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.500942634,196,5,0,White
Jean Baptiste Camille Corot,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.44357787,196,6,0,White
Jean Baptiste Camille Corot,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.458284371,196,6,0,White
Jean Baptiste Camille Corot,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.32141852,196,6,0,White
Jean Baptiste Camille Corot,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.347639782,196,6,0,White
Jean Baptiste Camille Corot,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.316804542,196,6,0,White
Jean Baptiste Camille Corot,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.417550561,196,6,0,White
Jean Baptiste Camille Corot,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.259727799,196,6,0,White
Jean Baptiste Greuze,4,1959,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.498249394,197,0,0,White
Jean Baptiste Greuze,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.513452511,197,0,0,White
Jean Baptiste Greuze,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.517166969,197,0,0,White
Jean Baptiste Greuze,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.685301154,197,0,0,White
Jean Baptiste Greuze,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.704402516,197,0,0,White
Jean Baptiste Greuze,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.562092457,197,0,0,White
Jean Baptiste Greuze,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.333805123,197,0,0,White
Jean Baptiste Greuze,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.333461266,197,0,0,White
Jean Baptiste Greuze,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.362999118,197,0,0,White
Jean Baptiste Greuze,13,2009,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.357141756,197,0,0,White
Jean Baptiste Greuze,14,2013,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.369207773,197,0,0,White
Jean Baptiste Greuze,15,2016,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.391649915,197,0,0,White
Jean Baptiste Greuze,16,2020,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.35562408,197,0,0,White
Jean Dubuffet,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.355731225,198,7,0,White
Jean Dubuffet,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.453049888,198,8,0,White
Jean Dubuffet,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.359062764,198,10,0,White
Jean Dubuffet,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.352904062,198,12,0,White
Jean Dubuffet,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.257735002,198,13,0,White
Jean Dubuffet,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.243758173,198,13,0,White
Jean Dubuffet,13,2009,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.266484829,198,14,0,White
Jean Dubuffet,14,2013,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.254079793,198,14,0,White
Jean Dubuffet,15,2016,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.459455698,198,15,0,White
Jean Dubuffet,16,2020,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.475653535,198,15,0,White
Jean FranÃ§ois Millet,1,1926,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.492267534,199,0,0,White
Jean FranÃ§ois Millet,2,1936,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.234771375,199,0,0,White
Jean FranÃ§ois Millet,4,1959,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.795313763,199,0,0,White
Jean FranÃ§ois Millet,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.34248535,199,0,0,White
Jean FranÃ§ois Millet,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.353381049,199,0,0,White
Jean FranÃ§ois Millet,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.292182663,199,0,0,White
Jean FranÃ§ois Millet,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.299519663,199,0,0,White
Jean FranÃ§ois Millet,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.275377129,199,0,0,White
Jean FranÃ§ois Millet,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.350312063,199,0,0,White
Jean FranÃ§ois Millet,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.270341285,199,0,0,White
Jean FranÃ§ois Millet,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.406091293,199,0,0,White
Jean FranÃ§ois Millet,13,2009,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.471699567,199,0,0,White
Jean FranÃ§ois Millet,14,2013,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.401121847,199,0,0,White
Jean FranÃ§ois Millet,15,2016,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.43607546,199,0,0,White
Jean FranÃ§ois Millet,16,2020,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.484842906,199,0,0,White
Jean HonorÃ© Fragonard,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.812131102,200,0,0,White
Jean HonorÃ© Fragonard,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.824805042,200,0,0,White
Jean HonorÃ© Fragonard,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.666619758,200,0,0,White
Jean HonorÃ© Fragonard,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.67136637,200,0,0,White
Jean HonorÃ© Fragonard,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.239805353,200,0,0,White
Jean HonorÃ© Fragonard,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.500324,200,0,0,White
Jean HonorÃ© Fragonard,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.312440954,200,0,0,White
Jean HonorÃ© Fragonard,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.474454886,200,0,0,White
Jean HonorÃ© Fragonard,13,2009,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.634829643,200,0,0,White
Jean HonorÃ© Fragonard,14,2013,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.54874948,200,0,0,White
Jean HonorÃ© Fragonard,15,2016,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.311999382,200,0,0,White
Jean HonorÃ© Fragonard,16,2020,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.246149362,200,0,0,White
Jean Louis Ernest Meissonier,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.394103574,201,0,0,White
Jean-Baptiste Chardin,4,1959,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.522434689,203,0,0,White
Jean-Baptiste Chardin,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.355206166,203,0,0,White
Jean-LÃ©on GÃ©rÃ´me,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.519768144,204,1,0,White
Jean-LÃ©on GÃ©rÃ´me,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.527400919,204,1,0,White
Jean-LÃ©on GÃ©rÃ´me,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.540124543,204,1,0,White
Jean-LÃ©on GÃ©rÃ´me,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.576819407,204,1,0,White
Jean-LÃ©on GÃ©rÃ´me,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.428710462,204,1,0,White
Jean-LÃ©on GÃ©rÃ´me,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.524879779,204,1,0,White
Jean-Michel Basquiat,14,2013,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.323887014,205,5,3,Non-White
Jean-Michel Basquiat,15,2016,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.433524045,205,6,4,Non-White
Jean-Michel Basquiat,16,2020,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.335281664,205,6,5,Non-White
Jenny Saville,14,2013,British,British,Female,White,Not Hispanic or Latino origin,Gardner,0.268642226,207,0,0,White
Jenny Saville,15,2016,British,British,Female,White,Not Hispanic or Latino origin,Gardner,0.269986083,207,0,0,White
Jenny Saville,16,2020,British,British,Female,White,Not Hispanic or Latino origin,Gardner,0.264083211,207,0,0,White
Joan MirÃ³,3,1948,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.689749034,209,3,0,White
Joan MirÃ³,4,1959,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.440263938,209,6,0,White
Joan MirÃ³,5,1970,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.574298763,209,8,0,White
Joan MirÃ³,6,1975,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.765302852,209,10,0,White
Joan MirÃ³,7,1980,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.487264284,209,11,0,White
Joan MirÃ³,8,1986,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.499758104,209,13,0,White
Joan MirÃ³,9,1991,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.491776156,209,13,0,White
Joan MirÃ³,10,1996,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.736656321,209,15,0,White
Joan MirÃ³,11,2001,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.651349197,209,17,0,White
Joan MirÃ³,12,2005,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.417738649,209,17,0,White
Joan MirÃ³,13,2009,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.468432651,209,19,0,White
Joan MirÃ³,14,2013,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.409427827,209,19,0,White
Joan MirÃ³,15,2016,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.34430184,209,19,0,White
Joan MirÃ³,16,2020,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.305090206,209,20,0,White
Joan Mitchell,15,2016,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.41407144,210,0,14,White
Joan Mitchell,16,2020,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.373803387,210,0,14,White
Joanne Leonard,9,1991,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.288856448,211,0,0,White
Johann Zoffany,7,1980,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.330952716,213,0,0,White
John Constable,1,1926,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.649257289,215,0,0,White
John Constable,2,1936,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.418885061,215,0,0,White
